match_id,mqi_score,mqi_tier,mqi_explanation,primary_drag,comp_competitiveness,comp_skill_balance,comp_quit_penalty,comp_comeback_factor,skill_gap,normalized_skill_gap,score_diff_abs,match_competitiveness,comeback_flag,home_win,home_goals,away_goals,time_bucket,day_of_week,is_weekend
1,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,9,6,morning,Tuesday,0
2814,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,1,4,8,afternoon,Monday,0
2815,74.13,Good,MQI: 74.1 (Good) | Competitiveness: 71 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,5,0.7058823529411764,0,0,2,7,morning,Tuesday,0
2816,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,0,4,5,night,Wednesday,0
2817,93.34,Elite,MQI: 93.3 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Competitiveness,Competitiveness,82.35294117647058,100.0,100,85.0,0.0,0.0,3,0.8235294117647058,1,1,9,6,morning,Thursday,0
2818,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,4,0.7647058823529411,0,0,7,11,afternoon,Friday,0
2819,72.66,Good,MQI: 72.7 (Good) | Competitiveness: 65 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,6,0.6470588235294117,0,1,7,1,afternoon,Saturday,1
2820,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,1,5,2,morning,Sunday,1
2821,79.44,Good,MQI: 79.4 (Good) | Competitiveness: 76 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,4,0.7647058823529411,0,1,8,4,evening,Monday,0
2822,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,3,7,night,Tuesday,0
2823,74.58,Good,MQI: 74.6 (Good) | Competitiveness: 65 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,6,0.6470588235294117,0,1,12,6,evening,Wednesday,0
2824,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,1,6,3,morning,Thursday,0
2825,73.11,Good,MQI: 73.1 (Good) | Competitiveness: 59 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,7,0.5882352941176471,0,1,10,3,evening,Friday,0
2826,69.72,Good,MQI: 69.7 (Good) | Competitiveness: 53 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,8,0.5294117647058824,0,0,2,10,morning,Saturday,1
2827,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,1,4,8,afternoon,Sunday,1
2828,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,5,0.7058823529411764,0,1,10,5,afternoon,Monday,0
2829,68.7,Good,MQI: 68.7 (Good) | Competitiveness: 41 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,41.17647058823529,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,10,0.4117647058823529,0,0,2,12,afternoon,Tuesday,0
2830,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,4,0.7647058823529411,0,0,5,9,night,Wednesday,0
2831,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,1,3,3,evening,Thursday,0
2832,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,1,4,4,evening,Friday,0
2833,82.29,Elite,MQI: 82.3 (Elite) | Competitiveness: 88 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,76.92307692307692,100,40.0,0.6000000000000005,0.2307692307692309,2,0.8823529411764706,0,0,2,4,morning,Saturday,1
2834,77.52,Good,MQI: 77.5 (Good) | Competitiveness: 76 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,4,0.7647058823529411,0,0,6,10,afternoon,Sunday,1
2835,71.19,Good,MQI: 71.2 (Good) | Competitiveness: 59 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,7,0.5882352941176471,0,1,10,3,evening,Monday,0
2836,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,5,7,evening,Tuesday,0
2837,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,3,5,night,Wednesday,0
2838,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,3,5,evening,Thursday,0
2839,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,0,8,7,evening,Friday,0
2840,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,0,6,8,night,Saturday,1
2841,92.89,Elite,MQI: 92.9 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,1,1,5,7,night,Sunday,1
2842,88.98,Elite,MQI: 89.0 (Elite) | Competitiveness: 100 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,76.92307692307693,100,65.0,0.5999999999999996,0.2307692307692306,0,1.0,0,0,8,8,afternoon,Monday,0
2843,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,0,3,5,night,Tuesday,0
2844,74.58,Good,MQI: 74.6 (Good) | Competitiveness: 65 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,6,0.6470588235294117,0,0,3,9,evening,Wednesday,0
2845,91.42,Elite,MQI: 91.4 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Competitiveness,Competitiveness,82.35294117647058,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,1,1,5,2,morning,Thursday,0
2846,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,8,5,evening,Friday,0
2847,87.51,Elite,MQI: 87.5 (Elite) | Competitiveness: 94 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,76.92307692307692,100,65.0,0.6000000000000005,0.2307692307692309,1,0.9411764705882352,0,1,6,5,evening,Saturday,1
2848,67.79,Good,MQI: 67.8 (Good) | Competitiveness: 53 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,52.94117647058824,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,8,0.5294117647058824,0,1,11,3,night,Sunday,1
2849,95.83,Elite,MQI: 95.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,0,1.0,1,1,4,4,night,Monday,0
2850,79.9,Good,MQI: 79.9 (Good) | Competitiveness: 71 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,100.0,100,15.0,0.0,0.0,5,0.7058823529411764,0,0,6,11,night,Tuesday,0
2851,70.28,Good,MQI: 70.3 (Good) | Competitiveness: 71 | Skill Balance: 62 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,61.53846153846154,100,15.0,1.0,0.3846153846153845,5,0.7058823529411764,0,1,8,3,evening,Wednesday,0
2852,93.9,Elite,MQI: 93.9 (Elite) | Competitiveness: 100 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,100.0,84.6153846153846,100,85.0,0.4000000000000003,0.1538461538461539,0,1.0,1,0,6,6,evening,Thursday,0
2853,76.5,Good,MQI: 76.5 (Good) | Competitiveness: 65 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,6,0.6470588235294117,0,1,9,3,morning,Friday,0
2854,87.57,Elite,MQI: 87.6 (Elite) | Competitiveness: 82 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Skill Balance,Skill Balance,82.35294117647058,76.92307692307692,100,85.0,0.6000000000000005,0.2307692307692309,3,0.8235294117647058,1,1,3,6,morning,Saturday,1
2855,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,0,7,5,evening,Sunday,1
2856,95.83,Elite,MQI: 95.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,0,1.0,1,0,5,5,morning,Monday,0
2857,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,1,9,5,night,Tuesday,0
2858,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,0,2,4,afternoon,Wednesday,0
2859,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,1,8,4,night,Thursday,0
2860,95.83,Elite,MQI: 95.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,0,1.0,1,0,7,7,afternoon,Friday,0
2861,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,0,5,6,evening,Saturday,1
2862,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,5,8,afternoon,Sunday,1
2863,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,3,5,evening,Monday,0
2864,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,1,11,7,morning,Tuesday,0
2865,66.32,Good,MQI: 66.3 (Good) | Competitiveness: 47 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,47.05882352941176,69.23076923076921,100,15.0,0.8000000000000007,0.3076923076923079,9,0.4705882352941176,0,1,11,2,night,Wednesday,0
2866,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,1,9,5,afternoon,Thursday,0
2867,74.58,Good,MQI: 74.6 (Good) | Competitiveness: 65 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,6,0.6470588235294117,0,0,3,9,night,Friday,0
2868,81.37,Elite,MQI: 81.4 (Elite) | Competitiveness: 76 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,100.0,100,15.0,0.0,0.0,4,0.7647058823529411,0,0,5,9,evening,Saturday,1
2869,84.21,Elite,MQI: 84.2 (Elite) | Competitiveness: 88 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,84.6153846153846,100,40.0,0.4000000000000003,0.1538461538461539,2,0.8823529411764706,0,1,6,4,night,Sunday,1
2870,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,0,4,3,afternoon,Monday,0
2871,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,7,9,evening,Tuesday,0
2872,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,3,6,evening,Wednesday,0
2873,74.13,Good,MQI: 74.1 (Good) | Competitiveness: 71 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,76.92307692307693,100,15.0,0.5999999999999996,0.2307692307692306,5,0.7058823529411764,0,0,5,10,night,Thursday,0
2874,96.28,Elite,MQI: 96.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,85.0,0.0,0.0,1,0.9411764705882352,1,1,1,0,evening,Friday,0
2875,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,1,6,4,evening,Saturday,1
2876,82.84,Elite,MQI: 82.8 (Elite) | Competitiveness: 82 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,100.0,100,15.0,0.0,0.0,3,0.8235294117647058,0,0,3,6,night,Sunday,1
2877,77.52,Good,MQI: 77.5 (Good) | Competitiveness: 76 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,4,0.7647058823529411,0,0,0,4,afternoon,Monday,0
2878,91.36,Elite,MQI: 91.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,0,1,6,7,evening,Tuesday,0
2879,77.07,Good,MQI: 77.1 (Good) | Competitiveness: 82 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,3,0.8235294117647058,0,0,9,6,evening,Wednesday,0
2880,73.11,Good,MQI: 73.1 (Good) | Competitiveness: 59 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,58.82352941176471,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,7,0.5882352941176471,0,1,8,1,afternoon,Thursday,0
2881,88.06,Elite,MQI: 88.1 (Elite) | Competitiveness: 88 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,100.0,100,40.0,0.0,0.0,2,0.8823529411764706,0,1,9,7,afternoon,Friday,0
2882,76.5,Good,MQI: 76.5 (Good) | Competitiveness: 65 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,64.70588235294117,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,6,0.6470588235294117,0,1,13,7,evening,Saturday,1
2883,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,3,6,evening,Sunday,1
2884,95.83,Elite,MQI: 95.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,0,1.0,1,1,2,2,evening,Monday,0
2885,89.43,Elite,MQI: 89.4 (Elite) | Competitiveness: 94 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,84.6153846153846,100,65.0,0.4000000000000003,0.1538461538461539,1,0.9411764705882352,0,0,4,5,afternoon,Tuesday,0
2886,92.83,Elite,MQI: 92.8 (Elite) | Competitiveness: 100 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,100.0,92.3076923076923,100,65.0,0.2000000000000001,0.0769230769230769,0,1.0,0,0,6,6,morning,Wednesday,0
2887,19.22,Poor,MQI: 19.2 (Poor) | Competitiveness: 29 | Skill Balance: 38 | Quit Penalty: 0 | Comeback Factor: 15 | Primary drag: Quit Penalty,Quit Penalty,29.411764705882348,38.46153846153849,0,15.0,1.5999999999999996,0.6153846153846151,12,0.2941176470588235,0,1,13,1,night,Thursday,0
2888,94.36,Elite,MQI: 94.4 (Elite) | Competitiveness: 94 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 85 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,92.3076923076923,100,85.0,0.2000000000000001,0.0769230769230769,1,0.9411764705882352,1,0,9,8,evening,Friday,0
2889,58.06,Average,MQI: 58.1 (Average) | Competitiveness: 29 | Skill Balance: 54 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,29.411764705882348,53.846153846153854,100,15.0,1.2000000000000002,0.4615384615384615,12,0.2941176470588235,0,1,15,3,night,Saturday,1
2890,93.28,Elite,MQI: 93.3 (Elite) | Competitiveness: 94 | Skill Balance: 100 | Quit Penalty: 100 | Comeback Factor: 65 | Primary drag: Comeback Factor,Comeback Factor,94.11764705882352,100.0,100,65.0,0.0,0.0,1,0.9411764705882352,0,0,7,8,evening,Sunday,1
2891,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,2,6,afternoon,Monday,0
2892,75.6,Good,MQI: 75.6 (Good) | Competitiveness: 76 | Skill Balance: 77 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,76.47058823529412,76.92307692307692,100,15.0,0.6000000000000005,0.2307692307692309,4,0.7647058823529411,0,0,3,7,afternoon,Tuesday,0
2893,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,10,7,night,Wednesday,0
2894,72.2,Good,MQI: 72.2 (Good) | Competitiveness: 71 | Skill Balance: 69 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,69.23076923076925,100,15.0,0.7999999999999998,0.3076923076923075,5,0.7058823529411764,0,0,3,8,evening,Thursday,0
2895,76.05,Good,MQI: 76.0 (Good) | Competitiveness: 71 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,70.58823529411764,84.61538461538464,100,15.0,0.3999999999999994,0.1538461538461536,5,0.7058823529411764,0,1,12,7,afternoon,Friday,0
2896,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,9,7,evening,Saturday,1
2897,78.99,Good,MQI: 79.0 (Good) | Competitiveness: 82 | Skill Balance: 85 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,84.6153846153846,100,15.0,0.4000000000000003,0.1538461538461539,3,0.8235294117647058,0,0,5,8,night,Sunday,1
2898,80.92,Elite,MQI: 80.9 (Elite) | Competitiveness: 82 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 15 | Primary drag: Comeback Factor,Comeback Factor,82.35294117647058,92.3076923076923,100,15.0,0.2000000000000001,0.0769230769230769,3,0.8235294117647058,0,0,8,5,afternoon,Monday,0
2899,86.14,Elite,MQI: 86.1 (Elite) | Competitiveness: 88 | Skill Balance: 92 | Quit Penalty: 100 | Comeback Factor: 40 | Primary drag: Comeback Factor,Comeback Factor,88.23529411764706,92.3076923076923,100,40.0,0.2000000000000001,0.0769230769230769,2,0.8823529411764706,0,1,6,4,evening,Tuesday,0
