player_id,match_id,rating,won,goals_scored,goals_conceded,possession,normalized_skill_gap,ragequit_flag,matches_this_week,session_match_number,losing_streak,winning_streak,ragequit_rate_historical,win_rate_last10,recency_days,matches_last_week
P2808_H,2808,6.8,0,3,4,14867,0.07692307692307697,0,4,4,1,0,0.22078054244231368,0.5132661299618209,30,7
P2809_A,2809,7.2,1,8,1,17646,0.30769230769230754,0,2,2,0,1,0.1026668022855173,0.5779948437344763,6,5
P2809_H,2809,6.4,0,1,8,14288,0.30769230769230754,0,9,2,1,0,0.24715047196423098,0.2702299539327858,10,2
P280_A,280,7.0,1,9,6,17436,0.07692307692307697,0,9,4,0,0,0.26215018087254766,0.7168646270114232,30,5
P280_H,280,6.8,0,6,9,15499,0.07692307692307697,1,6,5,0,0,0.09165158716126011,0.4040846139873513,24,5
P2810_A,2810,7.0,0,5,6,16549,0.07692307692307697,0,11,4,4,0,0.08674308202690519,0.30147392221862235,22,3
P2810_H,2810,6.8,1,6,5,16106,0.07692307692307697,0,6,6,0,4,0.09237841556006067,0.20887692209422912,25,9
P2811_A,2811,6.4,1,7,7,16534,0.1538461538461536,0,8,1,0,5,0.14263460955651383,0.23642113155711975,27,3
P2811_H,2811,6.8,0,7,7,16068,0.1538461538461536,0,6,7,3,0,0.004783426301215787,0.6029865678036549,21,6
P2812_A,2812,7.4,0,7,6,17751,0.15384615384615394,0,1,1,2,0,0.003252804879741611,0.6310803372827736,5,1
P2812_H,2812,7.0,1,6,7,16559,0.15384615384615394,0,4,7,0,4,0.22064279989035782,0.28932497610296704,19,1
P2813_A,2813,6.8,0,5,5,16210,0.07692307692307697,0,7,2,0,0,0.24246251140182223,0.563430467218414,23,10
P2813_H,2813,7.0,1,5,5,16388,0.07692307692307697,0,2,8,0,4,0.06123816382607467,0.48980905490446697,27,8
P2814_A,2814,7.0,0,8,4,17112,0.0,0,9,4,2,0,0.17816311948147986,0.7623135236813647,10,3
P2814_H,2814,7.0,1,4,8,15077,0.0,0,8,4,0,3,0.06480233954160347,0.5991220146515388,29,2
P2815_A,2815,7.4,1,7,2,19685,0.23076923076923092,0,8,4,0,4,0.22026402384789184,0.5121983680761719,14,1
P2815_H,2815,6.8,0,2,7,15106,0.23076923076923092,1,7,8,5,0,0.12615516424567585,0.37026590956924377,17,7
P2816_A,2816,7.2,1,5,4,16492,0.07692307692307697,0,4,6,0,3,0.24682644407719168,0.47707678106498325,28,0
P2816_H,2816,7.0,0,4,5,16569,0.07692307692307697,0,2,6,3,0,0.2845618517726495,0.34826100870443377,30,0
P2817_A,2817,7.0,0,6,9,16567,0.0,1,3,8,0,0,0.16663558661693836,0.6070331646699011,9,4
P2817_H,2817,7.0,1,9,6,16863,0.0,0,12,5,0,5,0.27020025536526127,0.5564501305261093,17,7
P2818_A,2818,7.0,1,11,7,18342,0.2307692307692306,0,6,8,0,3,0.010137365586878467,0.377767120892038,13,9
P2818_H,2818,6.4,0,7,11,16171,0.2307692307692306,0,12,3,5,0,0.1388073824200868,0.20724248169484058,29,3
P2819_A,2819,6.4,0,1,7,13779,0.2307692307692306,0,12,7,0,0,0.15104870130002332,0.7896711301899804,8,7
P2819_H,2819,7.0,1,7,1,17149,0.2307692307692306,0,5,3,0,0,0.12474377379681409,0.23179442901889522,23,8
P281_A,281,6.8,0,4,10,14691,0.15384615384615394,0,12,3,1,0,0.09445268151540964,0.5282073784813366,4,0
P281_H,281,7.2,1,10,4,18456,0.15384615384615394,0,8,8,0,4,0.2168886388694073,0.7112105532087842,27,4
P2820_A,2820,6.6,0,2,5,14348,0.07692307692307697,0,6,7,4,0,0.16580466585170503,0.5726452499761091,18,5
P2820_H,2820,6.8,1,5,2,16071,0.07692307692307697,0,6,5,0,3,0.024724916794434736,0.5521581171006155,28,6
P2821_A,2821,7.0,0,4,8,15739,0.07692307692307697,0,1,4,4,0,0.28521375057146875,0.6290596802639252,19,9
P2821_H,2821,7.2,1,8,4,18498,0.07692307692307697,0,4,3,0,5,0.26625518827917677,0.3848752861269775,18,8
P2822_A,2822,7.2,1,7,3,16639,0.23076923076923092,0,5,8,0,2,0.10604050471318859,0.4337845358192255,14,2
P2822_H,2822,6.6,0,3,7,14936,0.23076923076923092,0,12,4,4,0,0.07385906783197815,0.25071434771543377,20,2
P2823_A,2823,6.6,0,6,12,16202,0.15384615384615394,0,11,8,5,0,0.18854160326509933,0.2028181073167804,7,7
P2823_H,2823,7.0,1,12,6,18901,0.15384615384615394,0,3,2,0,2,0.012992283075017473,0.35873409100107934,18,1
P2824_A,2824,6.8,0,3,6,14171,0.0,0,9,3,0,0,0.1487980820652006,0.6885392373756434,26,9
P2824_H,2824,6.8,1,6,3,16372,0.0,0,1,2,0,5,0.20178760226091463,0.5669621129787312,3,5
P2825_A,2825,6.8,0,3,10,14823,0.15384615384615394,0,6,5,2,0,0.12200557878353381,0.28365041412526093,24,4
P2825_H,2825,7.2,1,10,3,17959,0.15384615384615394,0,6,1,0,5,0.2916874639463695,0.4558799377234336,19,1
P2826_A,2826,7.4,1,10,2,18532,0.23076923076923092,0,10,6,0,1,0.21565947912769648,0.21171809325979674,20,1
P2826_H,2826,6.8,0,2,10,13550,0.23076923076923092,1,5,7,4,0,0.28022002636115534,0.681357173459624,3,10
P2827_A,2827,7.0,0,8,4,16720,0.0,0,12,8,5,0,0.27236735874042145,0.47663510544602355,27,0
P2827_H,2827,7.0,1,4,8,15767,0.0,1,5,5,0,5,0.039509147955272106,0.36613451909673034,27,1
P2828_A,2828,7.0,0,5,10,16379,0.15384615384615394,0,10,5,4,0,0.20058876492596228,0.6608795514863288,5,1
P2828_H,2828,7.4,1,10,5,17156,0.15384615384615394,0,5,5,0,5,0.17900617022782386,0.7822100494905198,21,5
P2829_A,2829,7.2,1,12,2,19373,0.15384615384615394,0,6,3,0,5,0.0164492188078304,0.44192808677975726,5,1
P2829_H,2829,6.8,0,2,12,13802,0.15384615384615394,1,8,2,5,0,0.09536613071976403,0.6592632457161214,4,2
P282_A,282,7.0,1,2,5,15383,0.0,0,2,6,0,1,0.16037355481970877,0.3927622331017191,6,3
P282_H,282,7.0,0,5,2,15767,0.0,0,6,3,4,0,0.16444635330136345,0.6548189770498352,12,9
P2830_A,2830,6.8,1,9,5,17282,0.2307692307692306,0,1,1,0,5,0.24422329388646313,0.7790648528757034,14,2
P2830_H,2830,6.2,0,5,9,15184,0.2307692307692306,1,4,7,0,0,0.17629124423652787,0.5902108455181564,18,0
P2831_A,2831,6.8,0,3,3,14007,0.07692307692307697,1,10,7,5,0,0.13995194624328694,0.3433669191946254,23,2
P2831_H,2831,7.0,1,3,3,15923,0.07692307692307697,0,3,6,0,1,0.2255878202216984,0.6140768850299247,2,9
P2832_A,2832,6.8,0,4,4,14510,0.07692307692307697,0,9,7,3,0,0.17126699063492395,0.7067659536816704,28,8
P2832_H,2832,7.0,1,4,4,15222,0.07692307692307697,0,3,7,0,4,0.2651269801183652,0.4422281383396227,15,5
P2833_A,2833,7.4,1,4,2,15985,0.23076923076923092,0,6,5,0,2,0.2716397434174195,0.5732038767509858,13,2
P2833_H,2833,6.8,0,2,4,14856,0.23076923076923092,0,1,4,3,0,0.18131634093891275,0.35152844244429865,2,1
P2834_A,2834,7.0,1,10,6,18071,0.15384615384615394,0,12,1,0,5,0.16930067843515978,0.4727386441678592,3,10
P2834_H,2834,6.6,0,6,10,15336,0.15384615384615394,0,6,2,3,0,0.21038403283733015,0.29950350917927543,17,10
P2835_A,2835,6.8,0,3,10,15392,0.23076923076923092,0,4,8,3,0,0.21765378510749633,0.7013229543004287,15,8
P2835_H,2835,7.4,1,10,3,18488,0.23076923076923092,0,8,1,0,4,0.2181506137494201,0.2580258224130274,21,5
P2836_A,2836,7.0,0,7,5,16739,0.15384615384615394,0,11,3,4,0,0.18621194971841112,0.23350473045538478,7,9
P2836_H,2836,6.6,1,5,7,15681,0.15384615384615394,0,9,7,0,2,0.22884408235914636,0.5206383652102278,29,1
P2837_A,2837,7.0,1,5,3,16084,0.0,0,4,4,0,3,0.043234675122866405,0.5494858103643928,29,8
P2837_H,2837,7.0,0,3,5,17159,0.0,1,10,8,2,0,0.24644212271992305,0.7509595652963375,9,5
P2838_A,2838,7.0,0,5,3,15752,0.07692307692307697,0,12,3,0,0,0.09312972340153747,0.32196989540258464,10,9
P2838_H,2838,6.8,1,3,5,15221,0.07692307692307697,0,10,6,0,1,0.2657063247871108,0.6668021359980876,14,10
P2839_A,2839,7.0,1,7,8,16337,0.07692307692307697,0,6,5,0,3,0.03954787401451352,0.5864415071090111,10,1
P2839_H,2839,6.8,0,8,7,16746,0.07692307692307697,0,1,7,1,0,0.0010809316652395705,0.64500291273972,8,6
P283_A,283,7.2,0,5,11,16182,0.0,1,4,5,1,0,0.004701786525627649,0.2944705303187244,19,10
P283_H,283,7.2,1,11,5,18890,0.0,0,7,1,0,5,0.06304797154017285,0.4678751896282402,3,9
P2840_A,2840,6.8,1,8,6,17718,0.0,0,12,5,0,5,0.03413238721949852,0.4136483435937222,0,9
P2840_H,2840,6.8,0,6,8,18235,0.0,0,1,5,2,0,0.16617384050614456,0.6197329712813808,24,1
P2841_A,2841,7.0,0,7,5,16531,0.07692307692307697,0,8,6,4,0,0.13452424045391012,0.556120583889972,17,6
P2841_H,2841,6.8,1,5,7,16514,0.07692307692307697,1,12,2,0,2,0.1818158295103147,0.7805213304089158,3,5
P2842_A,2842,6.2,1,8,8,15947,0.2307692307692306,0,10,2,0,2,0.05779712147228887,0.28324373996387386,27,6
P2842_H,2842,6.8,0,8,8,17346,0.2307692307692306,0,12,3,3,0,0.22615170348907074,0.484145782448144,6,5
P2843_A,2843,7.0,1,5,3,16116,0.07692307692307697,0,11,7,0,2,0.1831406803889874,0.616309804587891,13,3
P2843_H,2843,6.8,0,3,5,14838,0.07692307692307697,0,6,3,2,0,0.066358290676968,0.42127036361611636,28,0
P2844_A,2844,7.4,1,9,3,17856,0.15384615384615394,0,5,2,0,4,0.11967749388354042,0.7539160384876336,7,9
P2844_H,2844,7.0,0,3,9,14471,0.15384615384615394,0,10,1,4,0,0.21546164219266783,0.7115354129966733,27,3
P2845_A,2845,7.0,0,2,5,16078,0.07692307692307697,1,11,2,3,0,0.20411120202261882,0.7237559321548852,25,0
P2845_H,2845,7.2,1,5,2,16214,0.07692307692307697,0,9,3,0,3,0.16870150459564048,0.565426124514772,17,5
P2846_A,2846,6.6,1,5,8,16500,0.15384615384615394,0,2,4,0,5,0.2937053752506763,0.48301003500943945,5,4
P2846_H,2846,7.0,0,8,5,17839,0.15384615384615394,1,5,7,4,0,0.039546778964161186,0.4207438452140722,16,3
P2847_A,2847,6.6,0,5,6,15153,0.23076923076923092,0,6,5,0,0,0.14648371641843075,0.27181702758507853,25,7
P2847_H,2847,7.2,1,6,5,17674,0.23076923076923092,0,7,6,0,3,0.18721043762265113,0.7689419414255754,6,1
P2848_A,2848,6.6,0,3,11,14753,0.3076923076923079,0,5,4,5,0,0.2982077837899108,0.35817559485909434,17,6
P2848_H,2848,7.4,1,11,3,19008,0.3076923076923079,0,9,4,0,1,0.16277714835871657,0.6812475287773276,5,5
P2849_A,2849,7.2,0,4,4,16102,0.07692307692307697,0,1,5,1,0,0.13271113369913484,0.20713998595041427,28,4
P2849_H,2849,7.4,1,4,4,15800,0.07692307692307697,0,7,2,0,3,0.2766875551483339,0.42889864066199473,25,7
P284_A,284,7.2,1,8,4,17328,0.07692307692307697,0,10,8,0,1,0.15191491215179637,0.5426637416020093,18,0
P284_H,284,7.0,0,4,8,14901,0.07692307692307697,1,7,7,5,0,0.2817682762845882,0.3886277525368187,26,8
P2850_A,2850,7.0,1,11,6,18966,0.0,0,4,1,0,4,0.2251227789546802,0.3163376967629536,8,8
P2850_H,2850,7.0,0,6,11,16225,0.0,0,9,4,3,0,0.050366923027818034,0.24287026994037136,3,9
P2851_A,2851,6.0,0,3,8,14562,0.3846153846153845,0,12,1,0,0,0.050239699303871066,0.7934651434988238,27,7
P2851_H,2851,7.0,1,8,3,18237,0.3846153846153845,0,11,6,0,0,0.09539213054889009,0.7318458714080416,12,8
P2852_A,2852,7.2,1,6,6,16466,0.15384615384615394,0,5,6,0,2,0.020299804113413478,0.3874114739412552,1,10
P2852_H,2852,6.8,0,6,6,16512,0.15384615384615394,1,4,6,2,0,0.16276225481160356,0.20947620612386064,13,4
P2853_A,2853,7.0,0,3,9,16407,0.07692307692307697,0,7,3,3,0,0.2579227051132776,0.5243454914692611,17,1
P2853_H,2853,7.2,1,9,3,17478,0.07692307692307697,0,4,4,0,3,0.12000738854005927,0.3928939277475385,23,3
P2854_A,2854,6.6,0,6,3,16231,0.23076923076923092,0,3,6,0,0,0.19449499164829945,0.2694511902208945,29,1
P2854_H,2854,7.2,1,3,6,15804,0.23076923076923092,0,9,3,0,0,0.2944446924369825,0.6741842095795219,17,1
P2855_A,2855,6.6,1,5,7,14974,0.07692307692307697,0,11,6,0,1,0.058120302262153464,0.40290442292383843,9,4
P2855_H,2855,6.8,0,7,5,16158,0.07692307692307697,0,8,2,0,0,0.10741973890140724,0.7837110769562967,1,0
P2856_A,2856,7.2,1,5,5,15743,0.07692307692307697,0,1,4,0,4,0.00749693987950234,0.6237095770887914,10,9
P2856_H,2856,7.0,0,5,5,15799,0.07692307692307697,0,7,3,1,0,0.06956819739534992,0.7038319608781043,22,9
P2857_A,2857,7.0,0,5,9,16675,0.0,0,9,6,1,0,0.23382584826250447,0.5730693496788979,28,4
P2857_H,2857,7.0,1,9,5,18876,0.0,0,8,7,0,4,0.1969770677193158,0.5370222303349448,0,0
P2858_A,2858,7.4,1,4,2,15803,0.15384615384615394,0,8,3,0,0,0.23514249164312184,0.45682118664376203,16,2
P2858_H,2858,7.0,0,2,4,15193,0.15384615384615394,0,6,6,1,0,0.12759405697650275,0.24986985601730854,21,6
P2859_A,2859,6.8,0,4,8,15554,0.23076923076923092,0,11,2,1,0,0.22069005555674504,0.6424429645164451,26,7
P2859_H,2859,7.4,1,8,4,19528,0.23076923076923092,0,4,1,0,0,0.17986712586559916,0.40390487186288654,25,10
P285_A,285,7.0,0,3,6,14884,0.15384615384615394,0,8,8,1,0,0.09852548954451813,0.3180094330248811,23,0
P285_H,285,7.4,1,6,3,16785,0.15384615384615394,1,3,6,0,4,0.12372112130869525,0.2686479974888253,9,9
P2860_A,2860,7.0,1,7,7,17479,0.07692307692307697,0,9,1,0,4,0.16239914183236354,0.2470062721946894,7,8
P2860_H,2860,7.2,0,7,7,17597,0.07692307692307697,0,2,4,2,0,0.2869304370069666,0.4852504018079985,22,5
P2861_A,2861,6.8,1,6,5,15540,0.07692307692307697,0,2,2,0,5,0.279408629680625,0.7021912188606285,19,8
P2861_H,2861,7.0,0,5,6,16495,0.07692307692307697,0,12,7,4,0,0.29594322504600484,0.2772274083632644,21,9
P2862_A,2862,7.2,1,8,5,16728,0.07692307692307697,0,12,4,0,4,0.004923517731230198,0.5088415862611374,24,1
P2862_H,2862,7.0,0,5,8,16042,0.07692307692307697,1,7,7,5,0,0.2151539503527228,0.427463962996366,19,1
P2863_A,2863,7.0,0,5,3,16722,0.07692307692307697,0,12,1,5,0,0.268396635390553,0.5239506844025337,15,5
P2863_H,2863,6.8,1,3,5,15636,0.07692307692307697,0,10,2,0,0,0.22178568768213625,0.23482133464487892,23,0
P2864_A,2864,7.2,0,7,11,16652,0.0,0,4,5,1,0,0.12492024353031927,0.5210811403771219,23,1
P2864_H,2864,7.2,1,11,7,19063,0.0,0,10,2,0,3,0.21743752070934444,0.529979600788437,21,4
P2865_A,2865,6.6,0,2,11,13626,0.3076923076923079,1,8,2,4,0,0.1332399852556222,0.7220501187647177,22,5
P2865_H,2865,7.4,1,11,2,18963,0.3076923076923079,0,9,7,0,4,0.21425869149869414,0.31970309412783965,16,4
P2866_A,2866,6.6,0,5,9,16351,0.0,1,7,5,0,0,0.2341052473138703,0.6888447057554639,27,2
P2866_H,2866,6.6,1,9,5,18391,0.0,0,5,3,0,4,0.25295769195592155,0.6508513444238406,1,5
P2867_A,2867,6.6,1,9,3,17631,0.15384615384615394,0,8,3,0,4,0.21840732169970492,0.7486768055925166,25,8
P2867_H,2867,7.0,0,3,9,15492,0.15384615384615394,0,4,3,3,0,0.04800565239260265,0.7477597045867737,9,3
P2868_A,2868,6.8,1,9,5,17373,0.0,0,2,1,0,0,0.28088335215419585,0.6596839949769306,4,2
P2868_H,2868,6.8,0,5,9,16142,0.0,0,11,2,5,0,0.06401696122431692,0.7551528362118207,3,9
P2869_A,2869,6.8,0,4,6,14979,0.15384615384615394,0,12,6,0,0,0.1072706072905257,0.3553727012813672,4,6
P2869_H,2869,7.2,1,6,4,16926,0.15384615384615394,0,6,5,0,0,0.12873248486674704,0.2933777449736096,20,7
P286_A,286,6.8,0,5,10,16306,0.15384615384615394,1,9,6,1,0,0.21372393143567817,0.36822274257371046,27,10
P286_H,286,7.2,1,10,5,18786,0.15384615384615394,1,1,1,0,3,0.21037095503086775,0.7039219657782765,25,7
P2870_A,2870,6.6,1,3,4,14864,0.0,0,11,5,0,3,0.28851734072295104,0.3881142035156035,14,9
P2870_H,2870,6.6,0,4,3,15517,0.0,0,10,6,1,0,0.05655363144370261,0.6911894932642878,2,8
P2871_A,2871,7.2,0,9,7,18078,0.07692307692307697,0,12,8,3,0,0.13521886447382545,0.4231839532216006,14,10
P2871_H,2871,7.0,1,7,9,16929,0.07692307692307697,1,7,7,0,0,0.061119748091165,0.6797027608509894,14,6
P2872_A,2872,6.8,1,6,3,16005,0.07692307692307697,0,10,1,0,4,0.2017687888960625,0.7083045466453617,21,5
P2872_H,2872,6.6,0,3,6,15094,0.07692307692307697,0,9,1,3,0,0.06390926062268784,0.6067234903494665,0,4
P2873_A,2873,6.8,1,10,5,19356,0.2307692307692306,0,10,8,0,5,0.2603679512690026,0.7877469201520086,19,4
P2873_H,2873,6.2,0,5,10,14604,0.2307692307692306,0,9,1,2,0,0.2948221612967312,0.6381919340002162,25,9
P2874_A,2874,7.2,0,0,1,14972,0.0,0,10,5,4,0,0.09505205839266168,0.3470827433175193,28,0
P2874_H,2874,7.2,1,1,0,15268,0.0,0,11,6,0,2,0.22180856626069947,0.7906471095102434,9,10
P2875_A,2875,6.8,0,4,6,15154,0.0,0,3,6,4,0,0.1598402242012636,0.610287373673331,29,6
P2875_H,2875,6.8,1,6,4,16317,0.0,0,11,4,0,2,0.10778373967997708,0.4614433055136479,19,5
P2876_A,2876,7.2,1,6,3,17098,0.0,0,5,1,0,1,0.05736794660374704,0.4951571004889664,27,6
P2876_H,2876,7.2,0,3,6,15426,0.0,0,8,3,2,0,0.21576242829693756,0.6596734846467379,15,9
P2877_A,2877,7.0,1,4,0,16554,0.15384615384615394,0,8,2,0,4,0.047622917744077696,0.6519428398113238,24,8
P2877_H,2877,6.6,0,0,4,14052,0.15384615384615394,1,4,7,2,0,0.08419125434057156,0.7046634576862516,0,8
P2878_A,2878,7.0,0,7,6,17202,0.07692307692307697,0,12,7,1,0,0.27588346084214216,0.34443047056493115,11,1
P2878_H,2878,6.8,1,6,7,15369,0.07692307692307697,0,11,4,0,0,0.15250937283396296,0.7688389356442664,29,2
P2879_A,2879,7.2,1,6,9,16430,0.23076923076923092,0,11,4,0,4,0.2562253811647272,0.3569058891896775,8,9
P2879_H,2879,6.6,0,9,6,16961,0.23076923076923092,0,1,5,4,0,0.2302632139996202,0.48828976063511126,28,8
P287_A,287,7.0,1,10,1,18308,0.15384615384615394,0,1,4,0,2,0.1128716805338914,0.32682362157995215,23,2
P287_H,287,6.6,0,1,10,14727,0.15384615384615394,0,4,6,5,0,0.06540733641597597,0.4605725142645186,25,3
P2880_A,2880,7.0,0,1,8,14467,0.15384615384615394,0,6,5,3,0,0.02997322941765409,0.5899319276803442,10,4
P2880_H,2880,7.4,1,8,1,18177,0.15384615384615394,0,8,5,0,1,0.28818835267224413,0.4951060818911068,17,9
P2881_A,2881,6.8,0,7,9,16654,0.0,0,6,7,5,0,0.09741038884519963,0.3491110587275311,29,5
P2881_H,2881,6.8,1,9,7,17329,0.0,0,12,7,0,2,0.20193441749911936,0.43221333473877444,1,10
P2882_A,2882,6.8,0,7,13,16378,0.07692307692307697,1,9,3,5,0,0.21908947176753635,0.5566889559560817,19,9
P2882_H,2882,7.0,1,13,7,19161,0.07692307692307697,0,9,1,0,3,0.05930491224010184,0.7386568340512707,21,9
P2883_A,2883,7.0,1,6,3,16594,0.15384615384615394,0,2,8,0,4,0.2081408742005452,0.45422771432575343,18,1
P2883_H,2883,6.6,0,3,6,14649,0.15384615384615394,0,10,8,2,0,0.0027933285792789975,0.5449199839450981,24,10
P2884_A,2884,7.2,0,2,2,15184,0.07692307692307697,0,1,4,5,0,0.12546085957706724,0.7465106531007071,6,5
P2884_H,2884,7.0,1,2,2,15367,0.07692307692307697,0,2,1,0,4,0.10512211690140688,0.7046369664909362,0,2
P2885_A,2885,6.8,1,5,4,15269,0.15384615384615394,0,5,1,0,2,0.2798441248850238,0.3112082705275386,30,6
P2885_H,2885,7.2,0,4,5,16229,0.15384615384615394,0,4,1,2,0,0.29580753609604993,0.41704557009762006,25,8
P2886_A,2886,6.8,1,6,6,16067,0.07692307692307697,0,4,5,0,0,0.08638127507654277,0.6732479516515174,3,4
P2886_H,2886,7.0,0,6,6,17258,0.07692307692307697,0,9,1,1,0,0.18300100594916793,0.6386189816787617,2,7
P2887_A,2887,6.2,0,1,13,13727,0.6153846153846151,0,11,4,1,0,0.22356582247975249,0.660335530864546,3,5
P2887_H,2887,7.8,1,13,1,22177,0.6153846153846151,0,8,5,0,2,0.05733048028599142,0.29568377904979926,10,7
P2888_A,2888,7.2,1,8,9,18309,0.07692307692307697,0,6,4,0,0,0.2059831457098346,0.47605285279650494,21,3
P2888_H,2888,7.4,0,9,8,18004,0.07692307692307697,0,1,5,3,0,0.07731015839219231,0.6171188062652917,18,6
P2889_A,2889,6.2,0,3,15,14080,0.4615384615384615,0,2,8,1,0,0.05065766981485951,0.44353045450305334,8,8
P2889_H,2889,7.4,1,15,3,20567,0.4615384615384615,0,6,2,0,5,0.2552028360011812,0.53869226006273,9,6
P288_A,288,6.8,0,5,10,15098,0.15384615384615394,0,11,2,5,0,0.15074374559558915,0.6557997874405084,8,1
P288_H,288,7.2,1,10,5,18009,0.15384615384615394,0,2,8,0,3,0.08908914530251176,0.5021810903211228,19,4
P2890_A,2890,7.2,1,8,7,17863,0.0,1,10,2,0,3,0.12140889201433952,0.5661364978080927,8,8
P2890_H,2890,7.2,0,7,8,16650,0.0,0,5,2,2,0,0.12395125279175734,0.40587830350927584,17,0
P2891_A,2891,7.4,1,6,2,18383,0.23076923076923092,0,5,8,0,2,0.23101031770700792,0.41904143594211923,12,3
P2891_H,2891,6.8,0,2,6,14710,0.23076923076923092,0,6,5,3,0,0.2660274251381681,0.3125884717787135,24,8
P2892_A,2892,7.2,1,7,3,17551,0.23076923076923092,0,6,1,0,5,0.1426988458665906,0.7950932675743092,3,8
P2892_H,2892,6.6,0,3,7,15442,0.23076923076923092,1,6,8,3,0,0.09686585402161361,0.5642235517528142,9,9
P2893_A,2893,7.0,1,7,10,17704,0.15384615384615394,0,2,3,0,4,0.2181793956770439,0.31665209371053676,3,4
P2893_H,2893,7.4,0,10,7,18923,0.15384615384615394,0,10,7,5,0,0.27159337781125586,0.29863414269106153,29,0
P2894_A,2894,7.0,1,8,3,16688,0.30769230769230754,0,3,6,0,1,0.034225523509474866,0.3371380350152465,10,8
P2894_H,2894,6.2,0,3,8,14783,0.30769230769230754,0,6,3,5,0,0.23904354629328634,0.6306766936406372,9,0
P2895_A,2895,6.4,0,7,12,15904,0.1538461538461536,0,8,2,0,0,0.1671515468983861,0.49928891723733926,18,10
P2895_H,2895,6.8,1,12,7,18074,0.1538461538461536,0,12,1,0,3,0.26028153181572994,0.5213333121699798,17,9
P2896_A,2896,7.2,0,7,9,17064,0.07692307692307697,1,11,4,1,0,0.15423148207099732,0.6176350512969668,12,4
P2896_H,2896,7.4,1,9,7,17684,0.07692307692307697,1,12,1,0,4,0.258772735804786,0.6373815411916447,23,2
P2897_A,2897,7.2,1,8,5,17448,0.15384615384615394,0,1,4,0,3,0.1663452031542034,0.6479831838824516,4,0
P2897_H,2897,6.8,0,5,8,15476,0.15384615384615394,0,1,3,3,0,0.043464678626821275,0.24785053622369493,25,3
P2898_A,2898,7.0,1,5,8,16092,0.07692307692307697,0,11,1,0,2,0.0014837312787523427,0.6994466895650283,10,0
P2898_H,2898,7.2,0,8,5,17622,0.07692307692307697,0,2,1,3,0,0.18600412130893026,0.30462628521590834,5,9
P2899_A,2899,6.8,0,4,6,15222,0.07692307692307697,0,11,6,3,0,0.17763343248358887,0.580899245898489,18,0
P2899_H,2899,6.6,1,6,4,16385,0.07692307692307697,0,12,8,0,5,0.06306715738109278,0.3352898883072414,19,5
P289_A,289,7.0,1,4,1,15771,0.07692307692307697,1,12,3,0,0,0.2551894791176897,0.6956986224070333,1,6
P289_H,289,6.8,0,1,4,14526,0.07692307692307697,0,6,1,0,0,0.26032807709558176,0.6590779197205446,18,3
P28_A,28,6.6,1,4,7,15369,0.15384615384615394,0,9,4,0,5,0.24125356288326638,0.305142173134845,25,6
P28_H,28,7.0,0,7,4,17226,0.15384615384615394,0,4,7,1,0,0.28097600902956804,0.5301647402781005,4,2
P2900_A,2900,6.6,1,8,3,17044,0.0,0,3,1,0,2,0.1519989849818058,0.6330156568476264,10,9
P2900_H,2900,6.6,0,3,8,14425,0.0,0,12,4,4,0,0.2106919430816959,0.30154978958615347,10,10
P2901_A,2901,6.8,0,5,6,15475,0.15384615384615394,0,8,2,3,0,0.27134005193016697,0.28782357584030505,12,3
P2901_H,2901,7.2,1,6,5,16059,0.15384615384615394,0,11,1,0,5,0.13687441921203267,0.4254507107369269,29,4
P2902_A,2902,6.8,0,3,9,15723,0.07692307692307697,0,10,4,4,0,0.18552831620461666,0.7511512627052999,19,2
P2902_H,2902,7.0,1,9,3,18633,0.07692307692307697,0,9,7,0,3,0.15383700136495607,0.2406661456415412,9,5
P2903_A,2903,7.2,1,6,3,16788,0.23076923076923092,0,12,3,0,5,0.2949756562801448,0.4153234032137956,9,10
P2903_H,2903,6.6,0,3,6,15731,0.23076923076923092,0,11,2,5,0,0.13128878874482933,0.6838053572903793,1,0
P2904_A,2904,6.8,0,8,7,17421,0.07692307692307697,0,5,1,4,0,0.09510955221402022,0.406546288661681,30,1
P2904_H,2904,7.0,1,7,8,17371,0.07692307692307697,0,9,6,0,1,0.1888893932437495,0.2330584084461218,17,6
P2905_A,2905,7.0,1,12,5,17715,0.2307692307692306,0,2,4,0,3,0.08420871276260002,0.5795622770476467,21,9
P2905_H,2905,6.4,0,5,12,15631,0.2307692307692306,0,3,7,4,0,0.2572700748968473,0.774735696437405,8,4
P2906_A,2906,7.0,0,7,8,16466,0.0,0,7,6,3,0,0.2676711383959827,0.547791847042591,12,4
P2906_H,2906,7.0,1,8,7,16935,0.0,0,7,1,0,4,0.10352112062115103,0.6886530186910003,6,6
P2907_A,2907,7.2,0,7,7,16932,0.15384615384615394,1,6,4,4,0,0.10751092852865404,0.208514153897477,23,10
P2907_H,2907,6.8,1,7,7,16639,0.15384615384615394,0,6,1,0,1,0.02598789170732113,0.5963208977896182,30,4
P2908_A,2908,7.0,0,3,7,15707,0.15384615384615394,1,2,2,5,0,0.07676675018549617,0.29059305292105947,3,9
P2908_H,2908,7.4,1,7,3,16738,0.15384615384615394,0,10,7,0,4,0.0203698922359142,0.6191336019675848,28,9
P2909_A,2909,7.4,1,4,3,16145,0.23076923076923092,0,6,7,0,0,0.22716971936015262,0.5420621953215901,15,10
